hatespeech,index
يحمي وينصر فخورين ونحمد نصيب وزارة ونكن التقدير والاحترام,0
يحمي يمنعش نحنا,0
يحميك,0
يحميك الموقف احتراماتي بتعب لازمة توفة,0
يحميك الهطيف نزي وجاد,0
يحميك الوزيرانت النبارة واخلاق,0
يحميك سوء الفريق العامل,0
يحميك ندعولك نرفع القبعة,0
يحميكم,0
يحميكم سوء,0
يحميكم ويستر,0
يحميكهو,0
يحميكهو يطول,0
يحميكهوكثر,0
يحميكهولا يقطعك,0
يحميكهولك الاحترام والتقدير ياسيدي الوزراء اثبت حبك لكرسي شاء,0
يحميكهويطول اثبت,0
يحميكهويعليك,0
يحميناة دياركوم,0
يحميهم صحة ليهم شوفوا يتبعوا رضايت الوالدين وقداش دمهم وماربين,0
يحيا,0
يحيق المكر السيء,0
يخجل نحنا نجيبوا هالفئة نعطوهم يبكي يقلك خصوصية تتحدث تتجاوز اتقوا لعله يغرف المصايب سخط غضبه,1
يخذلك يتمكن حقود,0
يخرجنا سلامات,0
يخسايب غتلب معندوش لينكرهم تصرفاتو خايبة كراجل وتربية,1
يخلطوك بالعسل ماصط بناغا,1
يخلق الضحكة,0
يخليكهوتذكر عملوا الوزرة,0
يخليلنا قيسون بقدرة,0
يخليو الطيارات جايا نخرجو الهي تجيبوا مالبرا يوقف توقفوا الرحلات,0
يخم,1
يخمو تفووووووووووووووه وعليهم,1
يخنيث,1
يداحموا,0
يداوك,1
يدخله جهنم اوسع ابوابها خالدا مخلدا يحكمون,1
يدخلوا بالسيف,0
يدرب,1
يدمر,1
يديك زبي,1
يذكرك فحافظ زعيم,0
يذلكم يلعنكم,1
يرا نيك امك القحبة,1
يراهم,1
يربي ويعفوا ينا علامين,0
يربي يربي احمين,0
يرتح يفرح,0
يرتدع بالحظر,0
يرتفع الرئيسي الموبوءة,0
يرجى الافصاح لاصابات محين لاصابات يومين,1
يرحل لانه انتهى وسقط القلوب والعقول يومنا ارهابى وهابى داعشى الجوادى وبالمناسبة اتوجه بتحية لطفى العمارى,1
يرحمك اصبحتي قبضة الصهاينة,1
يرحمكم,0
يرحمنا,0
يرحمنا رحمتك الواسعة العالمين والصلاة سيدنا,0
يرحمنا يشفي مرضنا افرج يحمي,0
يرحمو,0
يرحمو طيبه,0
يرحمو وينعمو ويجعل مثوا الجنة,0
يردد,1
يرزقنا الحكمة يوحد الصفوف يرحمنا نحنا جمعاء,0
يرضى الوالدين,0
يرضى لنفسه يجلس مخلوق كهذه,1
يرضي لوالدين مقياس موزون حكاية عجبتني انهم قاطعوك,0
يرع مالبر,1
يرفع التوصيات,0
يرفع الغمة,0
يرفع شاء,0
يرفع قدير,0
يركب تمرضونا,1
يز,1
يز اسن يز,1
يز طحان يز,1
يز قحبكم,1
يز لاعوا,1
يز ميو عزاء,1
يزا,1
يزا سدي,1
يزا والاعلانا,1
يزاو,0
يزب,1
يزداد احترامي ارجوكم ياتي الزمان بشخص,0
يزداد احترامي ارجوكم ياتي الزمان بشخص مثله,0
يزوا تاكلوا الخفافيش,0
يزونا قرارات جوفاء توة ردع ردع بالسياسة وقفت حزم لكلنا نغرقو,0
يزيدني افتخارا,0
يزيكم افساد الذوق ماعندوش حضور تسمعو عالاقل دارنا غيرو شطر الغناية,1
يزينا,1
يزينا استضافة وصافي يزينا جيبلنا المعطلين تتجراء المتمتعين بالعفو التشريعي وانتدابهم الوظيفة,1
يزينا الخطب الرنانة نتعداو,0
يزينا الشعارات الافلام اشبيكم طفيتو تطبقوا,0
يزينا مالبرباڨاندا كينك اغلبية كونوا واقعين,1
يزينا مالوضع السيطرة المشيان مبعد توى انقيموك,0
يزينا هى المغط,1
يزيو التخويف,0
يزيو الرحلات,1
يزيو الهعب باعصاب دواء الهعبة يتم٣,0
يزيو بتاريخ,1
يزيو وريق كيما السردينا الميترو,0
يزيوا تفهتوا عالاخر,1
يزيوا لاتربحكم,0
يزيونا مالحديث عاونوا,0
يساعدك امكهوينصرك ينفع سيمكث,0
يسالو,1
يسامحكم هالمنشط ماسط,1
يستا,0
يستاهل فلوسه وطنا,1
يستاهلو طحان الهفة ميغلو ميزيدو يشرو تاكدت,1
يستحقش نقيب بالكذب,1
يستحقوا اوباش,1
يستحي,1
يستحي فليفعل يشاء بالهم قافزين فضائح,1
يستخف,1
يستدعاوك محفل وديما بالضحكة منور وبخفة الروح معطر جعفور,0
يستركم خاوتنا,0
يستركم ويحمي اخونا,0
يستركهول,0
يسترني ويحمين,0
يستطيع,1
يستعزؤون بكتاب,1
يستعملون دواء,0
يستفزوا الضيف منبعد يلوموه ردة الفعل,1
يستفزوك تسكتهم,0
يستفزوكهو,0
يستلزم تواجد والبلدان تستوجب لسلط المعنية سبيطار تحكم العصابات الرجاء,0
يستناوا ياخذوا قرار,0
يستنو فالفقرا يتبرعو يخلس ميا والي يخلس ميئتين يبرع,0
يستهل مامست هالمنظر,1
يسجن شعوب تقيم حراسة مشدة الجولان قوات جيوش عضما انحتء قرار مخترع الكرونة شخصين,0
يسخطهم انشاءالله,1
يسد,0
يسد الخطى بناء ومستقل بانتاج نحتاج,0
يسد تضليل الطواغيت,1
يسد خطاكم ويسر امركم ويحفظنا,0
يسرقوا الكمامات وربما الصيدلية المركزية ويسربونها لفرنسا الفرنسية بالذات,0
يسسسسسسر,1
يسطرنا,0
يسطرنا ويحمينا,0
يسعى,0
يسقطو,1
يسكتو ميقدرو يتكلمو,0
يسكتو ميقدرو يتكلمو وله,0
يسكر قصيلة الوادي الطحان,1
يسكرو الكيران مليانة ولعباد موامغازات متلقاش يعيف,0
يسكرو الكيران مليانة ولعباد وامغازات متلقاش يعيف,0
يسكرو دوحي دوحي,1
يسكروش فغانسا ولادي يروحو,0
يسكروش والبحرية لمدة نقصو بصفة كبيرةيا نعالجو,0
يسكروش يرتحونا,0
يسلك جويني,1
يسلملي جمالك,0
يسهل العيشة,0
يشام,0
يشاھد ھذھ اﻻ حسبنا اللھ اﻻ باللھ,1
يشاھد ھذھ اﻻ حسبنا الھ اﻻ بالھ,1
يشاهدها ففعل,1
يشدك صحتك,0
يشدلك صحتك,0
يشدلكم صحة البدن ذريتكم,0
يشعر بنقص اتجاه ليبين دواعش وبناتكم جهاد واحني انحاربوا يشعب فطار,1
يشعر لنفس لاصطلح الاحسن,0
يشفى عندوا مناعة,0
يشفي,0
يشفي الحزينة تجلي ابكيو الاطلال تجول اروكامل نمشيو بالعاطفة,0
يشفي حظر فوات الاوان,0
يشفي سترنا اجمعين,0
يشفي شعور بالمسؤولية سبيل المصلحة العامة يتصلح الوصع نتجاوزو مرحلة الخطر يخم غيرو,0
يشفي مرضانا موتانا,0
يشفي ويرد قدير العالمين,0
يشفي ويسلم,0
يشفي ويشفي العالمين,0
يشفيلك بوكوان شاء غصرة وتعدى,0
يشفيلك ماسيت ولاست,1
يشفيلو بوه ماسيت لاسيت,1
يشفينا,0
يشفيها اصابتها الاستهتار وعدم المسؤولية اقاربها والتزموش,0
يشفيها طفلة واحلا واحلا يقويهم تفرجها وتفرحهم رحمان تحية لعلاء وقفتو ومشاعرو,0
يشفيها ويطول بعمرها ويخليها لوالديها وتحية للسيد الرائع,0
يشفيهم,0
يشفيهم ويستر الغالية,0
يشفيهم ويعفيهم,0
يشكلو المجتمعسراق مغتصبين سفاحۃ تستي ودور,0
يشكلو سراق مغتصبين سفاحۃ تستي ودور,0
يصبر,1
يصبركم الورثة بورڤيبة حالات مزرية لميدان مليون رڤبتك امانة صعيبة العون,0
يصبركم مصاصي يومان,0
يصبينا كتب,0
يصدر معادية للاسلام,1
يصدر يحفضك,0
يصفر نقلكم,1
يصفق ثالثة ابتدائي,1
يصنع المعجزات لحظة صحوة الضمير مشاعر الانسانية الشعور بالمسؤولية الاحساس بالوطنية الحقيقية,0
يصنع كفؤ ومتجانس,0
يصونكهويبعد الظلام واولاد,0
يصيبنا كتب,0
يصيبنا كتب منجموش الطائرات الباخرات تنقل وتكدسنا يشعلو الدخان منين,0
يصيبنا كتب يفشي,0
يصيبنا ماكتب,0
يصيبنا مكتب,0
يصيبنا مكتبا,0
يصيرلو,1
يضهرلي تهردت,1
يضيف,0
يطبق بالقوةلازم وتوفر اماكن,0
يطبق وتوفر اماكن,0
يطحن لرحما,1
يطحن للنداء يطحن عاشت,1
يطرح استدعاها نعتبره والتافه ماتفرجت وحسب قريت الكومانتارات السابقة تممثلش,1
يطرشق احتراماتي بوحميد,0
يطرشق عظامك قولوا,1
يطرشقهالهم احتراماتي بوحميد,0
يطمئن لويس ويبعد,0
يطول امبراطور لاقبلكهولا بعدك,0
يطول شيخنا,0
يظهر كلوشار,1
يعافي الصلاة,0
يعانكهويبارك,0
يعاني كيشوت,1
يعاهر دوله الدعاره والفسق تحني مسمين دولتكم دوله الزيوت يجاهل,1
يعاونكم تلتفتوا النبارة الحاقدين المتسرعين,0
يعاونكم لفتة لقابس وخاصة اكيدة لدعم,0
يعاونكم منازل,0
يعاونكم يسلمكم,0
يعاونكهو يحميك الاطار,0
يعاونوا,0
يعتبر,1
يعتكم,1
يعتي للوزير والقاضي تونسنا,0
يعتيكم,1
يعجبنا العجب بهذا الابداع الصوتي خليوه يبدع تكسرولو مقذيفو وروعة عسل,0
يعجبنى ابراهيم هبليه,0
يعجبنى صوتو ايمن نجاح,0
يعجبنييي,0
يعجبوني نقلو,0
يعجلني,0
يعراش التلفظ ييييييسير ماسط وماندرو التلفظ وماهوش عاليص وماهوش ناتورال,1
يعرش,1
يعرفوا القران الرزق,1
يعرفوش,0
يعرفوكش البراءة تنجمش تلعبوا عيلتي الامانة خدمتك عرفتهاش مانيش الزين فالعباد,1
يعرفوه طحان بايع ذمتو للادارة,1
يعريكم وجوه,1
يعشق,1
يعطت عاطي وضربى خاطي,0
يعطكم عصبا يموبنا يطحان ويلعن والباجي الميبون هار موفقين يعطكم عصبا يقحااب,1
يعطكم عصبا يموبنا يطحان ويلعن والباجي الميبون هار موفقين يعطكم عصبا يقحاب,1
يعطكيم,0
يعطكيم الصحه,0
يعطيكم,0
يعطيكم ااصحة برافواااا,0
يعطيكم اغاني برجي,0
يعطيكم عصبة مبون تهاو معلابلوش تلافز يبقا يشكي ويبكي عروسكم عفاطة تستاهلو مالطحين والجبن,1
يعطيكم عصبة ولدين الذكوري العنصري خلى واكل حقها,1
يعطيكم فضيحة اجيال تتحاكى بيكم قلنا سهرية سهرية تفرهيد فدلكة عراء,1
يعطيكم فضيحة اجيال تحاكى بيكم قلنا سهرية سهرية تفرهيد فدلكة عراء,1
يعطيكم واحفظ,1
يعطيكم ياكلاب ياهمال يامرتزقة يافجار,1
يعطيكم يقدركم بالنسبة لوليد صحة ابهرني شاء,0
يعطينا قوتها صبرها عزيمتها تجنح احلاك بوس هندة شاء,0
يعطينى,0
